#Parameters = {a_mcp_space=3.85; anode=600; anode_pot=0; anode_thickness=20; back=1; cathode=-200; coax_core=17; coax_length=320; cut_off_set=-10; e_thickness=0.04; elecrode_thickness=1; end_spoil_size=10; insulator_core=57; max_frequency_range=25; mcp_angle=-10; mcp_mid_pot=-2201; mcp_spacing=7.7; mirror=200; number_of_pores=1; o_mcp_space=6.6683956091402; off_set=5; open_area_ratio=0.35241977864696; pix_block=360; pore_gap=8; pore_radius=2.4; pore_size=200; res_block=150; res_length_n=195; res_length_p=6; small_number=0.0008; spoil_thickness=0.5; square_block=237.7; time_step=0.001}
#"Position x"	"pic 2d monitor 2 convert to 1D [Real Part]"
#---------------------------------------------------------
-189.41640155390	-40.587321564089
-150.12839867268	-45.654502173420
-269.68939346261	-4.1695670915942
-182.58443742525	-51.524715672713
-214.70437059179	-49.118047172669
-214.98919522855	8.4313369370648
-170.99402612075	15.981131582521
-247.90564202703	-3.5421287520876
-198.12534446828	-52.118546591373
-224.59788306151	-4.3454733713588
-208.47290579695	-6.2645435718878
-235.04821001552	-74.765070166904
-26.677569621825	45.970271457918
-273.55129714124	-10.439567631693
-228.66527433507	-1.6473663890793
-212.93250028975	-39.355090848403
-197.15874805115	-40.727285522735
-164.72527931910	-60.555426898645
-203.27314268798	-4.4439143493946
-173.72742877342	-51.068513130304
-246.76157045178	-37.524609069806
-215.69168893620	-45.463588321581
-226.40354291070	-43.212807213422
-112.45791392866	-23.831025828258
-245.55169511586	-46.248005673988
-225.13825388160	-8.9030172603088
-206.62815950345	-29.779741453240
-221.13865998108	25.124554667855
-230.53746554069	-41.763043554965
-180.12104555965	-44.359683670336
-199.87003179267	-23.966675144038
-208.67341663688	-39.641072362429
-107.54664253909	-72.595925303176
-232.07742196973	8.9317036326975
-253.60504514538	-51.339931815164
-207.24440400954	-38.109617889859
-259.10811382346	-9.2013324319851
-245.27276400477	-1.0930796179309
-209.30447499268	-29.131624614820
-158.50206546020	-22.229482055991
-155.84289212711	-42.937732359860
-227.54450037610	13.053077964287
-213.95699877758	-38.529586163349
-175.94768723939	-39.164697227534
-131.67552242521	-76.806813012809
-236.28483177163	-12.814090950997
-220.55137378629	-30.358774893102
-133.21246660780	-20.005492842756
-187.14203906711	-23.838256311137
-180.30285718851	-7.4022682383657
-161.66777641047	-13.251352356747
-267.64199719764	-22.368689315044
-182.45851970278	-38.851951103425
-199.36240278184	-28.014841518598
-200.95692889299	14.078120329941
-235.34997308161	17.845868569566
-190.33496209886	-47.424768126802
-106.14222264849	-82.507576735225
-157.54517517053	-0.66129035758422
-214.08416796476	-6.1454652495740
-172.62698384002	-60.781610955019
-229.38403708395	9.0457751866779
-230.20249500405	24.504624889232
-245.42870232835	9.4637725851499
-37.024918128736	-2.4795456283755
-145.56055248249	7.4641679930210
-196.86487212311	-35.448370908853
-105.03741941648	35.841701901518
-221.21600341052	4.1738949221326
-228.27602515463	5.6432986639265
-201.72812219243	-28.451160687837
-236.25121684745	-7.0878900260141
-240.29360793065	19.479770344333
-133.27546184882	43.208478018642
-201.47880422883	43.993499275530
-133.63097968977	-62.069200794212
-229.03675562702	18.991435354110
-228.32813556306	-14.678209481644
-258.92088888213	-19.027665985050
-165.54734611418	10.998535799445
-182.15595628135	-61.926773923915
-221.93719632924	-34.916658478323
-107.96852438944	54.424697736977
-255.16224559396	-28.047510568285
-221.88015282154	32.622614526190
-205.23004059214	-14.155669305182
-174.23578538001	-68.411987740546
-168.53715351317	-39.922750147525
-202.45691121090	21.400988771347
-169.96217891574	25.274299332523
-239.62136765476	3.9906335587148
-217.33713219874	-4.2658116399252
-67.741137172561	-86.646032286808
-136.06277934741	27.803611374111
-214.59534764290	9.8091286417912
-61.073747929186	-95.670795417391
-261.69215561822	10.135993761651
-82.582082541194	-85.802392277401
-174.11498993169	-61.077138525434
-193.52248637006	-18.086240743287
-158.18055544514	-33.893182262546
-186.75217870623	34.860349842347
-184.95970289223	-32.703697797842
-174.69657177571	-16.509615306859
-84.832296124660	36.470224586083
-166.30564641673	-53.055857279105
-223.31027139444	-55.571337725269
-230.80618120730	-34.690649044933
-50.602819101186	31.178100471152
-216.27648675349	-52.071405661991
-141.44263695925	-17.736656445777
-169.91885786410	-28.080670745112
-204.54693003558	-16.274336303468
-228.60488388687	-13.766890333500
-243.29940788448	-26.782134227688
-221.14888997748	6.2107278608892
-234.73212786485	-52.516814321279
-24.889537598938	16.121774024214
-251.56253832392	-24.079132344923
-222.14335331228	-24.208173272200
-233.87810506392	-21.354957425501
-235.30927137472	-41.360643081134
-162.50234330073	-49.777769163484
-235.90138880536	-46.046523493715
-154.21053103637	-46.525678044418
-267.12630642578	-28.497313905973
-234.22087542713	13.969471183373
-261.89963682555	-3.2174275474972
-221.05504467618	-18.301505406271
-222.40908583626	-41.021376091521
-191.69668667018	-56.556356867077
-218.15302898176	-21.281930457917
-230.49603623804	-0.093559904712492
-197.70854851231	-25.171175366268
-195.68034622353	-51.678285672097
-229.49726553634	-19.778790374403
-207.79068290722	-51.495182560757
-202.52827380318	-16.694093574188
-153.72311463580	-34.974164009327
-144.49817535933	-64.389365434181
-141.96359552443	-52.491530368570
-223.35452376865	-59.785244957311
-196.90267799888	-27.109819711768
-49.754602514440	-41.166073060594
-177.38995666150	30.242816137616
-174.72631589044	6.9245643317117
-212.49287237879	-0.096925610648668
-136.00119564217	-83.726838056464
-181.02368630935	18.146170987166
-241.11416132655	-3.3031642487913
-33.181157050421	70.519243308809
-181.44786008634	50.091704906663
-212.50822464935	13.515271348297
-0.12977446317564	33.396270737285
-186.16199668031	-46.335677325260
-99.961725936737	-82.206483057234
-227.43309091311	5.5157638598757
-142.72678527050	-53.292071243050
-149.56928498577	-48.597914428683
-177.95211169869	-67.810506152455
-140.18232468516	-19.381732272450
-202.05964392517	-31.935360311763
-235.92304205522	-14.051399375603
-233.90141723212	8.4135508586769
-187.44068802334	-23.894970581750
-147.11318362970	2.1614150682581
-230.65555433277	-25.141602236545
-222.44549472816	-8.5205983850756
-217.74174820166	-53.815179853700
-221.40039072838	24.078532078420
-157.69709716551	-45.840763050364
-196.13998301793	-31.351439247373
-226.49689344689	-43.492971599335
-190.19668980036	-2.6038451323984
-196.93525973707	-33.930980862351
-239.62013074197	-13.499477063306
-190.99729252048	-24.137765649357
-249.18175768107	-13.587330613518
-214.68770864885	-34.449079976184
-155.08737124037	-39.515667594969
-172.65509814024	-45.932691136841
-235.76966486871	-30.796698410995
-192.05459102523	-47.672587243142
-224.90242554341	-9.6307958301622
-229.80575158726	-38.083409890533
-61.651066062041	-33.632557460805
-197.33291992452	-22.475813238998
-169.43851369433	-53.064937674208
-118.48659050884	31.912495614961
-165.41891091037	-7.1390923039871
-231.29914188757	-32.488678698428
-228.75558352098	-16.690799384378
-211.62701887079	39.029742765706
-80.649195297156	9.0388057287782
-179.52879716176	-61.963284679223
-179.18040975928	-36.748322600033
-125.75407163240	-55.366541346302
-117.32986604329	20.719380700029
-265.42917476036	-8.6087684394442
-209.16612993460	6.7800888245983
-223.64476171788	-23.333597710007
-252.12246691808	11.830501534860
